season,competition,event,instance_of_event_in_competition,gender,round,race,Place,Start Pos.,Warn.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,lap,laptime,lap_start_position,lap_end_position,position_change
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,-1,w,Heats,5,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.620 
					",Q,9,9.32,1.0,1.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Preliminaries,3,2,4,,,165.0,KNEGTSjinkie,7352,NED,"
						42.367 
					",Q,2,8.99,4.0,4.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Preliminaries,3,2,4,,,165.0,KNEGTSjinkie,7352,NED,"
						42.367 
					",Q,3,8.48,4.0,4.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Preliminaries,3,2,4,,,165.0,KNEGTSjinkie,7352,NED,"
						42.367 
					",Q,4,8.82,4.0,2.0,2.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Preliminaries,3,2,4,,,165.0,KNEGTSjinkie,7352,NED,"
						42.367 
					",Q,5,8.66,2.0,2.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Preliminaries,7,1,1,,,155.0,KWAKYoon-Gy,6120,KOR,"
						41.671 
					",Q,2,8.86,1.0,1.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Preliminaries,7,1,1,,,155.0,KWAKYoon-Gy,6120,KOR,"
						41.671 
					",Q,3,8.55,1.0,1.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Preliminaries,7,1,1,,,155.0,KWAKYoon-Gy,6120,KOR,"
						41.671 
					",Q,4,8.57,1.0,1.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Preliminaries,7,1,1,,,155.0,KWAKYoon-Gy,6120,KOR,"
						41.671 
					",Q,5,8.8,1.0,1.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Heats,1,1,3,,,165.0,KNEGTSjinkie,7352,NED,"
						41.423 
					",Q,2,8.99,3.0,3.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Heats,1,1,3,,,165.0,KNEGTSjinkie,7352,NED,"
						41.423 
					",Q,3,8.24,3.0,1.0,2.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Heats,1,1,3,,,165.0,KNEGTSjinkie,7352,NED,"
						41.423 
					",Q,4,8.56,1.0,2.0,-1.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Heats,1,1,3,,,165.0,KNEGTSjinkie,7352,NED,"
						41.423 
					",Q,5,8.48,2.0,1.0,1.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Heats,1,2,2,,,155.0,KWAKYoon-Gy,6120,KOR,"
						41.433 
					",Q,2,9.0,2.0,2.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Heats,1,2,2,,,155.0,KWAKYoon-Gy,6120,KOR,"
						41.433 
					",Q,3,8.38,2.0,2.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Heats,1,2,2,,,155.0,KWAKYoon-Gy,6120,KOR,"
						41.433 
					",Q,4,8.44,2.0,1.0,1.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,2,m,Heats,1,2,2,,,155.0,KWAKYoon-Gy,6120,KOR,"
						41.433 
					",Q,5,8.61,1.0,2.0,-1.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,1,m,Preliminaries,9,2,5,,,155.0,KWAKYoon-Gy,6120,KOR,"
						42.808 
					",Q,2,8.95,5.0,5.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,1,m,Preliminaries,9,2,5,,,155.0,KWAKYoon-Gy,6120,KOR,"
						42.808 
					",Q,3,8.83,5.0,5.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,1,m,Preliminaries,9,2,5,,,155.0,KWAKYoon-Gy,6120,KOR,"
						42.808 
					",Q,4,8.69,5.0,2.0,3.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,1,m,Preliminaries,9,2,5,,,155.0,KWAKYoon-Gy,6120,KOR,"
						42.808 
					",Q,5,8.99,2.0,2.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,1,m,Heats,5,1,3,,,155.0,KWAKYoon-Gy,6120,KOR,"
						41.854 
					",Q,2,8.95,3.0,3.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,1,m,Heats,5,1,3,,,155.0,KWAKYoon-Gy,6120,KOR,"
						41.854 
					",Q,3,8.51,3.0,3.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,1,m,Heats,5,1,3,,,155.0,KWAKYoon-Gy,6120,KOR,"
						41.854 
					",Q,4,8.66,3.0,3.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),500m,1,m,Heats,5,1,3,,,155.0,KWAKYoon-Gy,6120,KOR,"
						41.854 
					",Q,5,8.59,3.0,1.0,2.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),1500m,-1,m,Heats,2,3,3,,,165.0,KNEGTSjinkie,7352,NED,"
						2:21.182 
					",q,2,13.46,1.0,1.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),1500m,-1,m,Heats,2,3,3,,,165.0,KNEGTSjinkie,7352,NED,"
						2:21.182 
					",q,3,11.75,1.0,1.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),1500m,-1,m,Heats,2,3,3,,,165.0,KNEGTSjinkie,7352,NED,"
						2:21.182 
					",q,4,10.99,1.0,2.0,-1.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),1500m,-1,m,Heats,2,3,3,,,165.0,KNEGTSjinkie,7352,NED,"
						2:21.182 
					",q,5,10.2,2.0,2.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),1500m,-1,m,Heats,2,3,3,,,165.0,KNEGTSjinkie,7352,NED,"
						2:21.182 
					",q,6,9.94,2.0,4.0,-2.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),1500m,-1,m,Heats,2,3,3,,,165.0,KNEGTSjinkie,7352,NED,"
						2:21.182 
					",q,7,9.7,4.0,3.0,1.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),1500m,-1,m,Heats,2,3,3,,,165.0,KNEGTSjinkie,7352,NED,"
						2:21.182 
					",q,8,9.19,3.0,1.0,2.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),1500m,-1,m,Heats,2,3,3,,,165.0,KNEGTSjinkie,7352,NED,"
						2:21.182 
					",q,9,9.59,1.0,2.0,-1.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),1500m,-1,m,Heats,2,3,3,,,165.0,KNEGTSjinkie,7352,NED,"
						2:21.182 
					",q,10,9.51,2.0,2.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),1500m,-1,m,Heats,2,3,3,,,165.0,KNEGTSjinkie,7352,NED,"
						2:21.182 
					",q,11,9.42,2.0,3.0,-1.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),1500m,-1,m,Heats,2,3,3,,,165.0,KNEGTSjinkie,7352,NED,"
						2:21.182 
					",q,12,8.84,3.0,3.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),1500m,-1,m,Heats,2,3,3,,,165.0,KNEGTSjinkie,7352,NED,"
						2:21.182 
					",q,13,9.28,3.0,3.0,-0.0
2014-2015,ISU World Cup 2014/15 - Montreal (CAN),1500m,-1,m,Heats,2,3,3,,,165.0,KNEGTSjinkie,7352,NED,"
						2:21.182 
					",q,14,9.27,3.0,3.0,-0.0
2016-2017,ISU World Short Track Championships 2017,500m,-1,m,Preliminaries,7,1,4,,,62.0,KNEGTSjinkie,7352,NED,"
						41.946 
					",Q,2,9.04,3.0,2.0,1.0
2016-2017,ISU World Short Track Championships 2017,500m,-1,m,Preliminaries,7,1,4,,,62.0,KNEGTSjinkie,7352,NED,"
						41.946 
					",Q,3,8.5,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,500m,-1,m,Preliminaries,7,1,4,,,62.0,KNEGTSjinkie,7352,NED,"
						41.946 
					",Q,4,8.41,2.0,1.0,1.0
2016-2017,ISU World Short Track Championships 2017,500m,-1,m,Preliminaries,7,1,4,,,62.0,KNEGTSjinkie,7352,NED,"
						41.946 
					",Q,5,8.83,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,500m,-1,m,Heats,6,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						41.404 
					",Q,2,9.02,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,500m,-1,m,Heats,6,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						41.404 
					",Q,3,8.36,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,500m,-1,m,Heats,6,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						41.404 
					",Q,4,8.28,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,500m,-1,m,Heats,6,1,1,,,62.0,KNEGTSjinkie,7352,NED,"
						41.404 
					",Q,5,8.73,2.0,1.0,1.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,m,Heats,6,2,3,,,62.0,KNEGTSjinkie,7352,NED,"
						2:14.948 
					",Q,2,10.5,5.0,7.0,-2.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,m,Heats,6,2,3,,,62.0,KNEGTSjinkie,7352,NED,"
						2:14.948 
					",Q,3,10.01,7.0,5.0,2.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,m,Heats,6,2,3,,,62.0,KNEGTSjinkie,7352,NED,"
						2:14.948 
					",Q,4,9.97,5.0,5.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,m,Heats,6,2,3,,,62.0,KNEGTSjinkie,7352,NED,"
						2:14.948 
					",Q,5,9.85,5.0,5.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,m,Heats,6,2,3,,,62.0,KNEGTSjinkie,7352,NED,"
						2:14.948 
					",Q,6,9.72,5.0,5.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,m,Heats,6,2,3,,,62.0,KNEGTSjinkie,7352,NED,"
						2:14.948 
					",Q,7,9.72,5.0,4.0,1.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,m,Heats,6,2,3,,,62.0,KNEGTSjinkie,7352,NED,"
						2:14.948 
					",Q,8,9.81,4.0,5.0,-1.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,m,Heats,6,2,3,,,62.0,KNEGTSjinkie,7352,NED,"
						2:14.948 
					",Q,9,9.68,5.0,3.0,2.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,m,Heats,6,2,3,,,62.0,KNEGTSjinkie,7352,NED,"
						2:14.948 
					",Q,10,9.66,3.0,3.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,m,Heats,6,2,3,,,62.0,KNEGTSjinkie,7352,NED,"
						2:14.948 
					",Q,11,9.28,3.0,1.0,2.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,m,Heats,6,2,3,,,62.0,KNEGTSjinkie,7352,NED,"
						2:14.948 
					",Q,12,9.35,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,m,Heats,6,2,3,,,62.0,KNEGTSjinkie,7352,NED,"
						2:14.948 
					",Q,13,9.19,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,m,Heats,6,2,3,,,62.0,KNEGTSjinkie,7352,NED,"
						2:14.948 
					",Q,14,9.47,1.0,2.0,-1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,3,2,2,,,111.0,AriannaFONTANA,6227,ITA,"
						1:36.912 
					",Q,1,15.32,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,3,2,2,,,111.0,AriannaFONTANA,6227,ITA,"
						1:36.912 
					",Q,2,12.64,2.0,3.0,-1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,3,2,2,,,111.0,AriannaFONTANA,6227,ITA,"
						1:36.912 
					",Q,3,11.01,3.0,2.0,1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,3,2,2,,,111.0,AriannaFONTANA,6227,ITA,"
						1:36.912 
					",Q,4,10.35,2.0,1.0,1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,3,2,2,,,111.0,AriannaFONTANA,6227,ITA,"
						1:36.912 
					",Q,5,9.84,1.0,3.0,-2.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,3,2,2,,,111.0,AriannaFONTANA,6227,ITA,"
						1:36.912 
					",Q,6,9.71,3.0,3.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,3,2,2,,,111.0,AriannaFONTANA,6227,ITA,"
						1:36.912 
					",Q,7,9.31,3.0,3.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,3,2,2,,,111.0,AriannaFONTANA,6227,ITA,"
						1:36.912 
					",Q,8,9.3,3.0,3.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,3,2,2,,,111.0,AriannaFONTANA,6227,ITA,"
						1:36.912 
					",Q,9,9.44,3.0,2.0,1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,6,1,2,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:37.203 
					",Q,1,14.96,2.0,4.0,-2.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,6,1,2,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:37.203 
					",Q,2,11.95,4.0,4.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,6,1,2,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:37.203 
					",Q,3,11.32,4.0,4.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,6,1,2,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:37.203 
					",Q,4,10.53,4.0,3.0,1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,6,1,2,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:37.203 
					",Q,5,9.33,3.0,1.0,2.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,6,1,2,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:37.203 
					",Q,6,9.52,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,6,1,2,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:37.203 
					",Q,7,9.73,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,6,1,2,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:37.203 
					",Q,8,9.84,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,6,1,2,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:37.203 
					",Q,9,10.03,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,10,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.365 
					",Q,1,14.24,5.0,2.0,3.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,10,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.365 
					",Q,2,10.47,2.0,3.0,-1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,10,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.365 
					",Q,3,10.67,3.0,4.0,-1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,10,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.365 
					",Q,4,9.8,4.0,4.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,10,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.365 
					",Q,5,9.95,4.0,4.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,10,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.365 
					",Q,6,9.45,4.0,1.0,3.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,10,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.365 
					",Q,7,9.32,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,10,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.365 
					",Q,8,9.54,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Heats,10,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:33.365 
					",Q,9,9.97,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,1,2,1,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:30.538 
					",Q,1,13.42,1.0,2.0,-1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,1,2,1,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:30.538 
					",Q,2,10.06,2.0,1.0,1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,1,2,1,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:30.538 
					",Q,3,9.97,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,1,2,1,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:30.538 
					",Q,4,9.83,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,1,2,1,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:30.538 
					",Q,5,9.64,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,1,2,1,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:30.538 
					",Q,6,9.37,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,1,2,1,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:30.538 
					",Q,7,9.31,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,1,2,1,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:30.538 
					",Q,8,9.4,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,3,2,5,,,111.0,AriannaFONTANA,6227,ITA,"
						1:33.568 
					",Q,1,13.87,5.0,2.0,3.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,3,2,5,,,111.0,AriannaFONTANA,6227,ITA,"
						1:33.568 
					",Q,2,10.8,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,3,2,5,,,111.0,AriannaFONTANA,6227,ITA,"
						1:33.568 
					",Q,3,10.34,2.0,1.0,1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,3,2,5,,,111.0,AriannaFONTANA,6227,ITA,"
						1:33.568 
					",Q,4,9.81,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,3,2,5,,,111.0,AriannaFONTANA,6227,ITA,"
						1:33.568 
					",Q,5,9.58,1.0,2.0,-1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,3,2,5,,,111.0,AriannaFONTANA,6227,ITA,"
						1:33.568 
					",Q,6,9.43,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,3,2,5,,,111.0,AriannaFONTANA,6227,ITA,"
						1:33.568 
					",Q,7,9.76,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,3,2,5,,,111.0,AriannaFONTANA,6227,ITA,"
						1:33.568 
					",Q,8,9.93,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,3,2,5,,,111.0,AriannaFONTANA,6227,ITA,"
						1:33.568 
					",Q,9,10.06,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,4,4,5,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:32.589 
					",,1,14.51,5.0,5.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,4,4,5,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:32.589 
					",,2,10.03,5.0,1.0,4.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,4,4,5,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:32.589 
					",,3,9.99,1.0,3.0,-2.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,4,4,5,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:32.589 
					",,4,9.62,3.0,3.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,4,4,5,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:32.589 
					",,5,10.02,3.0,5.0,-2.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,4,4,5,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:32.589 
					",,6,9.52,5.0,5.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,4,4,5,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:32.589 
					",,7,9.49,5.0,5.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,4,4,5,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:32.589 
					",,8,9.66,5.0,4.0,1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Quarterfinals,4,4,5,,,125.0,Marie-EveDROLET,6059,CAN,"
						1:32.589 
					",,9,9.76,4.0,4.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,2,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:31.252 
					",QA,1,13.87,2.0,1.0,1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,2,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:31.252 
					",QA,2,10.28,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,2,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:31.252 
					",QA,3,9.98,1.0,1.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,2,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:31.252 
					",QA,4,9.77,1.0,2.0,-1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,2,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:31.252 
					",QA,5,9.56,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,2,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:31.252 
					",QA,6,9.59,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,2,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:31.252 
					",QA,7,9.43,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,2,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:31.252 
					",QA,8,9.37,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,2,2,,,5.0,SCHULTINGSuzanne,8493,NED,"
						1:31.252 
					",QA,9,9.42,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,5,4,,,111.0,AriannaFONTANA,6227,ITA,"
						1:32.356 
					",,1,13.99,4.0,2.0,2.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,5,4,,,111.0,AriannaFONTANA,6227,ITA,"
						1:32.356 
					",,2,10.28,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,5,4,,,111.0,AriannaFONTANA,6227,ITA,"
						1:32.356 
					",,3,10.12,2.0,3.0,-1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,5,4,,,111.0,AriannaFONTANA,6227,ITA,"
						1:32.356 
					",,4,9.72,3.0,3.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,5,4,,,111.0,AriannaFONTANA,6227,ITA,"
						1:32.356 
					",,5,9.46,3.0,3.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,5,4,,,111.0,AriannaFONTANA,6227,ITA,"
						1:32.356 
					",,6,9.57,3.0,3.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,5,4,,,111.0,AriannaFONTANA,6227,ITA,"
						1:32.356 
					",,7,9.5,3.0,3.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,5,4,,,111.0,AriannaFONTANA,6227,ITA,"
						1:32.356 
					",,8,9.49,3.0,4.0,-1.0
2016-2017,ISU World Short Track Championships 2017,1000m,-1,w,Semifinals,1,5,4,,,111.0,AriannaFONTANA,6227,ITA,"
						1:32.356 
					",,9,10.24,4.0,5.0,-1.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,w,Heats,2,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:41.618 
					",Q,2,18.33,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,w,Heats,2,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:41.618 
					",Q,3,15.45,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,w,Heats,2,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:41.618 
					",Q,4,12.87,2.0,4.0,-2.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,w,Heats,2,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:41.618 
					",Q,5,11.97,4.0,4.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,w,Heats,2,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:41.618 
					",Q,6,10.76,4.0,3.0,1.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,w,Heats,2,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:41.618 
					",Q,7,10.74,3.0,2.0,1.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,w,Heats,2,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:41.618 
					",Q,8,10.25,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,w,Heats,2,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:41.618 
					",Q,9,10.17,2.0,2.0,-0.0
2016-2017,ISU World Short Track Championships 2017,1500m,-1,w,Heats,2,1,5,,,5.0,SCHULTINGSuzanne,8493,NED,"
						2:41.618 
					",Q,10,10.25,2.0,2.0,-0.0
